,created_date,tweets,sentiment
107,2019-05-03,RT @ carlquintanilla : @ AlphaBlackwell @ CNBC @ SquawkStreet @ jimcramer Cramer air today literally said 's worried signs froth,Neutral
108,2019-05-03,rally $ FB remains one books.. .I think done really lost handful advertisers,Positive
109,2019-05-03,"RT @ TheStreet : Warren goes shopping , Tesla wants go shopping $ BYND goes beyond expectations . @ JimCramer @ marKatRoss bre…",Positive
110,2019-05-03,"@ elonmusk Congratz capital raise ... well done , well placed ... .",Neutral
111,2019-05-03,$ OXY pays way much money ... silly,Negative
112,2019-05-03,Mad Dash coming up -- standing !,Negative
113,2019-05-03,RT @ carlquintanilla : * Dovish Fed . * 103 months job growth . * IPO 's nearly tripling day . `` anyone believe good to…,Positive
114,2019-05-03,Living dream !,Neutral
115,2019-05-03,"RT @ SquawkStreet : COMING UP : @ VP Mike Pence live interview - talking jobs Fed , market 's record run much - t…",Positive
116,2019-05-03,"Watching Jobs Report , Buffett 's Amazon Play Planet Fitness : @ Sarge986 Market Recon",Neutral
117,2019-05-03,@ SullyCNBC thanks shoutout ! !,Positive
118,2019-05-03,"bear fan , say..",Neutral
119,2019-05-03,"thought drafted okay . Skins best summer.. come fall , forget .",Positive
120,2019-05-03,much love NBA ... winning..,Positive
121,2019-05-03,"RT @ TheStreet : India holding biggest election history , brought @ BeingAnuzThapa break down numbers :",Negative
122,2019-05-03,RT @ TheStreet : Go inside future electric cars :,Neutral
123,2019-05-02,RT @ TheStreet : 's first move Fed decision ? # AskCramer,Positive
124,2019-05-02,Everyone talked $ ATVI call seemed instructed say `` better expected ! :,Positive
125,2019-05-02,Tableau Data talking inflection second half.. Good call . SWKS thought good maybe much `` 5G '' …,Positive
126,2019-05-02,always tell people uneasy . get twice many `` opposite Cramer '' tweets . be…,Positive
127,2019-05-02,RT @ realmoney : need worried certain aspects market - @ jimcramer,Positive
128,2019-05-02,RT @ ChrisJVersace : heard @ jimcramer talk book @ tientzuo yesterday @ CramerClub @ TheStreet video ’ time…,Neutral
129,2019-05-02,oh boy ... 's much stock out there.. 's take ! ! ! ..,Positive
130,2019-05-02,Beyond Meat beyond belief probably n't even done going higher ... .maybe 's worried ...,Positive
131,2019-05-02,RT @ TheStreet : $ TWLO CFO tells @ TiernanRayTech : `` rare company terms 're . '',Positive
132,2019-05-02,RT @ TheStreet : 's behind insane run @ zynga $ ZNGA stock ? @ TheStreet 's @ AnnieGaus spoke CEO Frank Gibeau :,Negative
133,2019-05-02,RT @ TheStreet : Fed signal sell May go away ? 's @ JimCramer says 's hard . Read full take @ RealMo…,Positive
134,2019-05-02,Anton Wahlman,Neutral
135,2019-05-02,$ QCOM @ RealMoney 's # StockoftheDay,Neutral
136,2019-05-02,@ ReginaGilgan joins fun !,Positive
137,2019-05-02,"RT @ TheStreet : 've heard @ JimCramer 's take $ QCOM , head over @ RealMoney comprehensive # StockoftheDay coverage :",Neutral
138,2019-05-02,RT @ MadMoneyOnCNBC : today 's action part market 'breather ' @ OptionPit predicted earlier week ? @ JimCramer detailed action…,Positive
139,2019-05-02,RT @ TheStreet : FAANG stocks perform earnings season ? Report card :,Neutral
140,2019-05-02,Great John Salley swings ; visionary investor vegan foods : Beyond Meat !,Positive
141,2019-05-02,3M good balance sheet n't executing well . GE executing well bad balance sheet .,Positive
142,2019-05-02,Beyond Meat -- $ BYND up 34.. exactly n't want see . classic bad ...,Negative
